acct_ref,cust_ref,has_dependents,tenure_mo,home_phone,multi_line,internet_plan,add_on_security,add_on_backup,add_on_protection,tech_support_std,stream_tv,stream_movies,contract_term,e_bill_opt_in,pay_method,monthly_fee,total_billed,left_flag,fiscal_qtr,gender,age_years,is_married,dependents_count,referred_friend,referrals_count,recent_offer,avg_long_dist_fee,internet_tech,avg_gb_download,premium_support,stream_music,unlimited_data_opt,refunds_total,extra_data_fees_total,long_dist_fees_total
ACCT240143,CUST65590319,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.55,1723.95,No,Q3,Male,46,Yes,0,Yes,1,Offer A,1.86,NA,0,No,No,No,0,0,133.92
ACCT947168,CUST14406153,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,19.75,No,Q3,Male,45,No,0,No,0,NA,15.77,NA,0,No,No,No,0,0,15.77
ACCT208518,CUST57219229,No,71,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,56.45,3985.35,No,Q3,Male,73,No,0,No,0,Offer A,0,DSL,20,No,Yes,Yes,0,0,0
ACCT245596,CUST64502794,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.95,1215.65,No,Q3,Female,49,No,0,No,0,NA,29.21,Fiber Optic,22,No,Yes,Yes,0,0,379.73
ACCT303462,CUST58291026,Yes,25,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),58.6,1502.65,Yes,Q3,Female,27,Yes,0,Yes,6,Offer C,0,DSL,48,No,Yes,Yes,4.48,0,0
ACCT460818,CUST74721612,No,67,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),50.55,3260.1,No,Q3,Male,60,No,0,No,0,Offer A,32.58,DSL,8,Yes,No,Yes,0,0,2182.86
ACCT185897,CUST26803306,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.45,35.45,Yes,Q3,Male,64,No,0,No,0,Offer E,0,DSL,22,No,Yes,Yes,0,0,0
ACCT870311,CUST68613834,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.35,81.25,Yes,Q3,Male,45,No,0,No,0,Offer E,46.84,DSL,3,No,No,Yes,0,0,93.68
ACCT204937,CUST25054316,No,23,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75,1778.5,No,Q3,Female,37,No,0,No,0,NA,24.04,Fiber Optic,22,No,No,Yes,0,0,552.92
ACCT378778,CUST70176839,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.2,1277.75,No,Q3,Female,23,Yes,0,Yes,1,NA,36.24,NA,0,No,No,No,0,0,2319.36
ACCT172808,CUST57518497,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.6,1170.55,No,Q3,Male,58,No,0,No,0,NA,5.71,NA,0,No,No,No,0,0,325.47
ACCT314559,CUST65100253,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.45,70.45,Yes,Q3,Female,76,Yes,2,Yes,1,Offer E,15.28,Fiber Optic,30,No,No,Yes,0,0,15.28
ACCT667678,CUST48854232,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.05,6425.65,No,Q3,Female,71,Yes,0,Yes,1,Offer A,20.48,DSL,6,Yes,Yes,Yes,0,0,1474.56
ACCT956002,CUST87816024,No,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),101.05,5971.25,No,Q3,Female,35,Yes,0,Yes,2,NA,17.49,Fiber Optic,21,No,Yes,Yes,0,0,1066.89
ACCT448617,CUST76874371,No,64,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),84.3,5289.05,No,Q3,Male,34,No,0,No,0,NA,30.27,Fiber Optic,12,No,No,Yes,0,0,1937.28
ACCT471862,CUST84365941,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.95,1756.2,No,Q3,Male,66,Yes,0,Yes,7,Offer A,30.72,NA,0,No,No,No,0,0,2181.12
ACCT225407,CUST96071225,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),99.05,6416.7,No,Q3,Female,56,Yes,0,Yes,5,NA,13.2,Fiber Optic,13,Yes,No,Yes,0,0,858
ACCT170737,CUST36301594,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.6,61.35,No,Q3,Male,42,No,0,No,0,NA,35.65,NA,0,No,No,No,0,0,106.95
ACCT916206,CUST68026930,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.65,45.65,Yes,Q3,Male,63,No,0,No,0,Offer E,14.12,Cable,24,No,No,Yes,0,0,14.12
ACCT119684,CUST18667499,Yes,15,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.5,1071.4,No,Q3,Male,50,Yes,1,Yes,1,NA,8.44,Cable,21,Yes,Yes,Yes,0,0,126.6
ACCT447354,CUST50507842,Yes,8,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,68.55,564.35,No,Q3,Female,33,Yes,1,Yes,1,NA,29.94,Cable,17,Yes,Yes,Yes,0,0,239.52
ACCT798427,CUST95269423,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),108.15,7930.55,No,Q3,Female,27,Yes,0,Yes,4,Offer A,5.77,Fiber Optic,48,No,Yes,Yes,0,0,403.9
ACCT434760,CUST23738082,Yes,62,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,86.1,5215.25,No,Q3,Male,51,Yes,0,Yes,2,NA,43.2,DSL,23,Yes,Yes,Yes,0,0,2678.4
ACCT833020,CUST90362096,Yes,14,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.9,1152.8,No,Q3,Female,33,Yes,1,Yes,7,NA,40.22,Fiber Optic,19,No,Yes,Yes,0,0,563.08
ACCT959591,CUST27076886,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.15,1821.95,No,Q3,Female,23,No,0,No,0,NA,19.2,Fiber Optic,41,No,No,No,0,60,422.4
ACCT386558,CUST11899346,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.15,419.9,No,Q3,Male,37,Yes,0,Yes,3,NA,48.06,NA,0,No,No,No,0,0,1057.32
ACCT361529,CUST75811380,Yes,16,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,64.25,1024,No,Q3,Male,38,Yes,0,Yes,9,NA,23.31,DSL,27,No,No,Yes,0,0,372.96
ACCT483189,CUST13955388,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.7,251.6,No,Q3,Male,44,No,0,No,0,NA,32.1,NA,0,No,No,No,0,0,321
ACCT904366,CUST52426671,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,82.4,1592.35,Yes,Q3,Female,26,Yes,1,Yes,5,NA,36.6,Fiber Optic,51,No,Yes,Yes,33.43,0,732
ACCT805009,CUST94845654,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,135.2,No,Q3,Female,54,No,0,No,0,NA,15.67,Fiber Optic,8,No,No,Yes,0,0,31.34
ACCT790979,CUST10965239,No,53,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),73.9,3958.25,No,Q3,Male,35,No,0,No,0,NA,6.54,DSL,4,Yes,Yes,Yes,0,0,346.62
ACCT365651,CUST33770415,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,1363.45,No,Q3,Male,40,Yes,0,Yes,3,Offer A,30.86,NA,0,No,No,No,0,0,2129.34
ACCT489901,CUST50835419,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.9,273,Yes,Q3,Female,42,No,1,No,0,Offer E,33.5,Fiber Optic,27,No,No,Yes,8.74,0,134
ACCT752938,CUST96588141,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.05,6254.45,No,Q3,Male,39,Yes,0,Yes,7,Offer A,6.05,Cable,30,Yes,Yes,Yes,0,0,435.6
ACCT977746,CUST54550991,No,58,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45.3,2651.2,Yes,Q3,Male,66,Yes,0,Yes,6,Offer B,0,DSL,24,No,No,Yes,40.95,0,0
ACCT673153,CUST62819179,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.4,321.4,No,Q3,Female,59,Yes,2,Yes,3,Offer D,45.54,NA,0,No,No,No,0,0,728.64
ACCT809056,CUST86562717,No,43,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),84.25,3539.25,No,Q3,Male,61,Yes,0,Yes,6,NA,15.2,Fiber Optic,21,Yes,No,Yes,0,0,653.6
ACCT777666,CUST71443223,No,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,242.8,Yes,Q3,Female,26,Yes,3,Yes,1,Offer E,11.51,Fiber Optic,53,Yes,Yes,Yes,45.44,0,23.02
ACCT874024,CUST64342073,No,14,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.95,1181.75,No,Q3,Male,48,Yes,0,Yes,3,Offer D,5.17,Cable,25,Yes,Yes,Yes,0,0,72.38
ACCT819679,CUST82407388,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.55,654.55,No,Q3,Female,61,No,0,No,0,Offer C,35.97,NA,0,No,No,No,0,0,1151.04
ACCT471368,CUST45306829,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.7,780.2,No,Q3,Female,49,Yes,0,Yes,5,Offer C,11.52,NA,0,No,No,No,0,0,391.68
ACCT960822,CUST33375271,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.45,1145.7,Yes,Q3,Female,70,No,2,No,0,Offer D,44.07,Fiber Optic,19,No,No,Yes,0,0,661.05
ACCT869742,CUST55287033,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),76.45,503.6,Yes,Q3,Female,77,No,2,No,0,Offer E,26.95,Fiber Optic,18,No,No,No,11.05,0,188.65
ACCT148052,CUST64411762,Yes,15,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,1559.25,No,Q3,Female,19,Yes,3,Yes,6,Offer D,4.19,Fiber Optic,59,No,Yes,Yes,0,0,62.85
ACCT662160,CUST45061841,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.55,1252,No,Q3,Male,22,Yes,0,Yes,3,NA,19.27,NA,0,No,No,No,0,0,1175.47
ACCT481765,CUST64525948,No,1,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.95,29.95,Yes,Q3,Female,54,No,0,No,0,Offer E,0,DSL,27,No,No,Yes,0,0,0
ACCT325500,CUST73785378,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.3,45.3,No,Q3,Female,25,No,0,No,0,NA,47.36,Cable,41,No,No,Yes,0,0,47.36
ACCT326877,CUST70631647,Yes,33,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),74.75,2453.3,No,Q3,Male,35,Yes,0,Yes,7,Offer C,48.85,Cable,30,No,Yes,Yes,0,0,1612.05
ACCT139735,CUST35045398,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.25,1111.65,Yes,Q3,Female,48,No,3,No,0,NA,33.54,Fiber Optic,76,No,No,Yes,48.25,0,436.02
ACCT212344,CUST99822434,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.8,24.8,Yes,Q3,Female,29,Yes,0,Yes,4,Offer E,0,DSL,29,No,Yes,Yes,0,0,0
ACCT665879,CUST31874454,No,20,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,51.8,1023.85,No,Q3,Male,45,No,0,No,0,Offer D,3.94,DSL,18,No,No,Yes,0,0,78.8
ACCT831530,CUST85226370,No,3,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,30.4,82.15,No,Q3,Male,19,No,0,No,0,NA,0,DSL,59,Yes,No,Yes,0,0,0
ACCT313379,CUST39315196,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.65,244.8,No,Q3,Female,61,No,0,No,0,Offer D,33.13,NA,0,No,No,No,0,0,430.69
ACCT198606,CUST44789660,Yes,43,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),71.9,3173.35,No,Q3,Male,24,Yes,0,Yes,5,Offer B,48.1,DSL,51,Yes,Yes,Yes,0,0,2068.3
ACCT324382,CUST11985745,No,6,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,91,531,Yes,Q3,Male,39,Yes,2,Yes,5,NA,42.08,Fiber Optic,29,No,Yes,Yes,0,0,252.48
ACCT924041,CUST55550864,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.75,1375.4,No,Q3,Female,38,Yes,0,Yes,9,Offer A,5.27,NA,0,No,No,No,0,0,363.63
ACCT970480,CUST36909051,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),109.7,8129.3,No,Q3,Female,42,Yes,0,Yes,7,Offer A,18.66,Fiber Optic,3,No,Yes,Yes,0,0,1343.52
ACCT464215,CUST11700722,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.3,1192.7,No,Q3,Male,33,Yes,0,Yes,3,Offer B,25.57,NA,0,No,No,No,0,0,1508.63
ACCT329703,CUST74835820,No,20,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.55,1901.65,No,Q3,Female,32,Yes,0,No,0,Offer D,28.57,Fiber Optic,15,Yes,No,Yes,0,0,571.4
ACCT418854,CUST61046154,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.1,587.4,No,Q3,Male,19,Yes,3,Yes,1,Offer C,1.14,NA,0,No,No,No,0,0,27.36
ACCT738262,CUST94883533,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.35,6519.75,No,Q3,Male,19,No,0,No,0,Offer B,48.12,Fiber Optic,51,Yes,Yes,Yes,0,0,2839.08
ACCT919782,CUST33395504,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),112.25,8041.65,No,Q3,Male,42,Yes,3,Yes,2,Offer A,11.66,Fiber Optic,28,Yes,Yes,Yes,0,0,839.52
ACCT894115,CUST33968090,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.75,20.75,No,Q3,Male,29,No,1,No,0,NA,7.57,NA,0,No,No,No,0,0,7.57
ACCT413403,CUST46609707,No,27,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),101.9,2681.15,No,Q3,Female,55,Yes,0,No,0,Offer C,20.02,Fiber Optic,27,Yes,Yes,Yes,0,0,540.54
ACCT510594,CUST97117563,No,14,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),80.05,1112.3,No,Q3,Female,51,No,0,No,0,Offer D,1.69,Fiber Optic,21,Yes,No,Yes,0,0,23.66
ACCT377887,CUST27977299,Yes,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,105.55,7405.5,No,Q3,Male,55,Yes,3,Yes,3,Offer A,25.02,Fiber Optic,53,No,Yes,Yes,0,0,1776.42
ACCT166199,CUST37712182,Yes,13,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),78.3,1033.95,No,Q3,Male,55,No,3,No,0,Offer D,31.93,Fiber Optic,22,No,No,No,0,150,415.09
ACCT738142,CUST29655567,No,44,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),68.85,2958.95,No,Q3,Male,41,No,0,No,0,Offer B,1.7,Fiber Optic,28,No,No,Yes,0,0,74.8
ACCT388535,CUST31818529,No,33,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),79.95,2684.85,No,Q3,Female,64,No,0,No,0,Offer C,42.29,Fiber Optic,13,Yes,No,Yes,0,0,1395.57
ACCT957340,CUST36423832,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),55.45,4179.2,No,Q3,Male,30,Yes,0,Yes,5,Offer A,0,Cable,47,Yes,Yes,Yes,0,0,0
ACCT150675,CUST28966997,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,79.9,79.9,Yes,Q3,Male,62,No,3,No,0,NA,23.2,Fiber Optic,21,No,Yes,Yes,0,0,23.2
ACCT113790,CUST54025550,No,19,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.6,1934.45,Yes,Q3,Female,43,No,1,No,0,NA,28.35,Fiber Optic,19,Yes,Yes,No,21.72,40,538.65
ACCT642464,CUST95630369,No,64,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),102.45,6654.1,No,Q3,Male,22,Yes,0,Yes,10,Offer B,40.49,Fiber Optic,69,Yes,Yes,Yes,0,0,2591.36
ACCT892749,CUST89435092,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),46,84.5,Yes,Q3,Male,19,No,0,No,0,NA,49.81,DSL,41,No,Yes,Yes,0,0,99.62
ACCT644717,CUST14111614,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20,540.05,No,Q3,Female,23,Yes,0,Yes,6,Offer C,27.72,NA,0,No,No,No,0,0,803.88
ACCT384044,CUST64342696,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.8,1975.85,No,Q3,Male,66,Yes,0,Yes,1,NA,42.59,Fiber Optic,2,No,Yes,Yes,0,0,979.57
ACCT866842,CUST38552361,No,57,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),58.75,3437.45,No,Q3,Female,45,Yes,0,Yes,1,Offer B,0,Cable,22,No,Yes,Yes,0,0,0
ACCT528162,CUST60623706,No,66,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),56.6,3789.2,No,Q3,Male,38,Yes,0,Yes,1,NA,0,DSL,29,Yes,No,Yes,0,0,0
ACCT842111,CUST52219783,No,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80,624.6,No,Q3,Female,24,No,0,No,0,NA,39.92,Fiber Optic,73,No,No,Yes,0,0,319.36
ACCT870859,CUST16013881,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,268.35,Yes,Q3,Female,39,No,2,No,0,NA,29.4,Fiber Optic,17,No,No,Yes,21.69,0,117.6
ACCT601021,CUST72274235,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.2,20.2,No,Q3,Male,32,Yes,0,Yes,8,NA,44.69,NA,0,No,No,No,0,0,44.69
ACCT986498,CUST51984002,No,4,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,50.05,179.35,Yes,Q3,Male,50,Yes,0,Yes,2,NA,9.67,Cable,22,Yes,No,Yes,0,0,38.68
ACCT105350,CUST33088555,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.35,219.35,No,Q3,Female,53,No,0,No,0,Offer D,16.72,NA,0,No,No,No,0,0,200.64
ACCT385845,CUST90994685,No,24,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,50.6,1288.75,No,Q3,Male,28,No,0,No,0,Offer C,0,DSL,46,No,Yes,Yes,0,0,0
ACCT473579,CUST85497058,No,30,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),89.9,2723.15,No,Q3,Male,62,No,0,No,0,NA,31.97,Fiber Optic,2,Yes,Yes,Yes,0,0,959.1
ACCT826413,CUST64089140,No,54,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108,5760.65,No,Q3,Male,49,No,0,No,0,Offer B,17.76,Fiber Optic,4,Yes,Yes,Yes,0,0,959.04
ACCT882279,CUST52036798,No,50,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),93.5,4747.5,No,Q3,Male,64,No,0,No,0,Offer B,40.83,Fiber Optic,21,Yes,Yes,Yes,0,0,2041.5
ACCT854916,CUST72392726,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.25,1566.9,No,Q3,Female,62,No,0,No,0,NA,42.36,NA,0,No,No,No,0,0,3049.92
ACCT637413,CUST63029952,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.15,702,No,Q3,Female,47,No,0,No,0,NA,4.53,NA,0,No,No,No,0,0,131.37
ACCT808402,CUST36661158,No,2,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,54.4,114.1,Yes,Q3,Male,22,No,0,No,0,NA,44.31,DSL,73,No,Yes,Yes,0,0,88.62
ACCT480162,CUST51051568,No,10,No,No phone service,DSL,No,No,No,Yes,No,No,Two year,Yes,Mailed check,29.6,299.05,No,Q3,Female,41,No,0,No,0,Offer D,0,Cable,29,Yes,No,Yes,0,0,0
ACCT467641,CUST35106107,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.15,1305.95,No,Q3,Male,42,Yes,0,Yes,5,Offer D,16.78,Fiber Optic,23,No,No,Yes,0,0,302.04
ACCT807446,CUST52423689,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.6,6350.5,No,Q3,Female,37,No,0,No,0,NA,8.29,Cable,13,Yes,Yes,Yes,0,0,596.88
ACCT519299,CUST43560486,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),109.2,7878.3,No,Q3,Male,49,No,0,No,0,NA,35.11,Fiber Optic,22,Yes,Yes,Yes,0,0,2527.92
ACCT790942,CUST83676112,Yes,41,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),74.7,3187.65,No,Q3,Female,38,Yes,0,Yes,10,Offer B,25.16,DSL,11,Yes,Yes,Yes,0,0,1031.56
ACCT465670,CUST22932640,No,65,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,94.4,6126.15,No,Q3,Female,77,Yes,0,Yes,2,NA,38.32,Fiber Optic,25,No,Yes,Yes,0,0,2490.8
ACCT673380,CUST40029393,No,13,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,54.8,731.3,No,Q3,Female,68,No,0,No,0,NA,10.51,DSL,20,No,No,Yes,0,0,136.63
ACCT903285,CUST31398043,No,4,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,75.35,273.4,No,Q3,Male,66,No,0,No,0,Offer E,36.4,Fiber Optic,29,No,No,Yes,0,0,145.6
ACCT119152,CUST29699234,No,15,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,1074.3,Yes,Q3,Male,65,No,0,No,0,Offer D,29.11,Fiber Optic,29,No,No,Yes,0,0,436.65
ACCT194046,CUST64147970,No,42,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,99,4298.45,No,Q3,Male,28,No,0,No,0,Offer B,6.42,Fiber Optic,48,No,Yes,Yes,0,0,269.64
ACCT617435,CUST60233689,No,51,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,93.5,4619.55,No,Q3,Female,27,Yes,0,Yes,2,Offer B,21.07,Fiber Optic,46,No,No,Yes,0,0,1074.57
ACCT244594,CUST78496150,Yes,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.4,147.15,Yes,Q3,Female,47,Yes,0,Yes,1,NA,46.23,Fiber Optic,21,No,No,Yes,0,0,92.46
ACCT702029,CUST70982748,No,1,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,40.2,40.2,Yes,Q3,Male,77,Yes,0,Yes,1,Offer E,0,DSL,12,No,No,Yes,0,0,0
ACCT945482,CUST43440362,Yes,32,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),83.7,2633.3,No,Q3,Male,56,No,0,No,0,NA,37.48,DSL,15,Yes,Yes,Yes,0,0,1199.36
ACCT724371,CUST20096555,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.85,193.05,No,Q3,Male,29,No,0,No,0,Offer D,1.98,NA,0,No,No,No,0,0,19.8
ACCT426225,CUST62008845,Yes,67,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,59.55,4103.9,No,Q3,Female,19,Yes,0,Yes,1,NA,0,DSL,52,Yes,Yes,Yes,0,0,0
